<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;20181018;0;65.4026;65.4026;65.4026;65.4026;0
USDCB;D;20181019;0;65.7238;65.7238;65.7238;65.7238;0
USDCB;D;20181020;0;65.814;65.814;65.814;65.814;0
USDCB;D;20181023;0;65.3065;65.3065;65.3065;65.3065;0
USDCB;D;20181024;0;65.3101;65.3101;65.3101;65.3101;0
USDCB;D;20181025;0;65.6299;65.6299;65.6299;65.6299;0
USDCB;D;20181026;0;65.7476;65.7476;65.7476;65.7476;0
USDCB;D;20181027;0;65.6345;65.6345;65.6345;65.6345;0
USDCB;D;20181030;0;65.8129;65.8129;65.8129;65.8129;0
USDCB;D;20181031;0;65.7742;65.7742;65.7742;65.7742;0
USDCB;D;20181101;0;65.5962;65.5962;65.5962;65.5962;0
USDCB;D;20181102;0;65.6517;65.6517;65.6517;65.6517;0
USDCB;D;20181103;0;65.5799;65.5799;65.5799;65.5799;0
USDCB;D;20181107;0;65.9912;65.9912;65.9912;65.9912;0
USDCB;D;20181108;0;66.0918;66.0918;66.0918;66.0918;0
USDCB;D;20181109;0;66.2155;66.2155;66.2155;66.2155;0
USDCB;D;20181110;0;66.8497;66.8497;66.8497;66.8497;0
USDCB;D;20181113;0;67.5238;67.5238;67.5238;67.5238;0
USDCB;D;20181114;0;67.6812;67.6812;67.6812;67.6812;0
USDCB;D;20181115;0;67.9975;67.9975;67.9975;67.9975;0
USDCB;D;20181116;0;66.6159;66.6159;66.6159;66.6159;0
USDCB;D;20181117;0;65.9931;65.9931;65.9931;65.9931;0
USDCB;D;20181120;0;66.0081;66.0081;66.0081;66.0081;0
USDCB;D;20181121;0;65.5871;65.5871;65.5871;65.5871;0
USDCB;D;20181122;0;65.9485;65.9485;65.9485;65.9485;0
USDCB;D;20181123;0;65.6067;65.6067;65.6067;65.6067;0
USDCB;D;20181124;0;65.6664;65.6664;65.6664;65.6664;0
USDCB;D;20181127;0;66.5072;66.5072;66.5072;66.5072;0
USDCB;D;20181128;0;66.78;66.78;66.78;66.78;0
USDCB;D;20181129;0;66.9436;66.9436;66.9436;66.9436;0
USDCB;D;20181130;0;66.6342;66.6342;66.6342;66.6342;0
USDCB;D;20181201;0;66.5335;66.5335;66.5335;66.5335;0
USDCB;D;20181204;0;66.2921;66.2921;66.2921;66.2921;0
USDCB;D;20181205;0;66.4467;66.4467;66.4467;66.4467;0
USDCB;D;20181206;0;66.8242;66.8242;66.8242;66.8242;0
USDCB;D;20181207;0;66.7377;66.7377;66.7377;66.7377;0
USDCB;D;20181208;0;66.9227;66.9227;66.9227;66.9227;0
USDCB;D;20181211;0;66.2416;66.2416;66.2416;66.2416;0
USDCB;D;20181212;0;66.5022;66.5022;66.5022;66.5022;0
USDCB;D;20181213;0;66.4225;66.4225;66.4225;66.4225;0
USDCB;D;20181214;0;66.255;66.255;66.255;66.255;0
USDCB;D;20181215;0;66.4337;66.4337;66.4337;66.4337;0
USDCB;D;20181218;0;66.6208;66.6208;66.6208;66.6208;0
USDCB;D;20181219;0;66.7454;66.7454;66.7454;66.7454;0
USDCB;D;20181220;0;67.1121;67.1121;67.1121;67.1121;0
USDCB;D;20181221;0;67.371;67.371;67.371;67.371;0
USDCB;D;20181222;0;68.0085;68.0085;68.0085;68.0085;0
USDCB;D;20181225;0;68.4073;68.4073;68.4073;68.4073;0
USDCB;D;20181226;0;68.7448;68.7448;68.7448;68.7448;0
USDCB;D;20181227;0;68.8865;68.8865;68.8865;68.8865;0
USDCB;D;20181228;0;68.8762;68.8762;68.8762;68.8762;0
USDCB;D;20181229;0;69.5218;69.5218;69.5218;69.5218;0
USDCB;D;20181230;0;69.4706;69.4706;69.4706;69.4706;0
USDCB;D;20190110;0;67.0795;67.0795;67.0795;67.0795;0
USDCB;D;20190111;0;66.8605;66.8605;66.8605;66.8605;0
USDCB;D;20190112;0;66.9167;66.9167;66.9167;66.9167;0
USDCB;D;20190115;0;67.192;67.192;67.192;67.192;0
USDCB;D;20190116;0;67.082;67.082;67.082;67.082;0
USDCB;D;20190117;0;66.7617;66.7617;66.7617;66.7617;0
USDCB;D;20190118;0;66.4438;66.4438;66.4438;66.4438;0
USDCB;D;20190119;0;66.3309;66.3309;66.3309;66.3309;0
USDCB;D;20190122;0;66.3634;66.3634;66.3634;66.3634;0
USDCB;D;20190123;0;66.5499;66.5499;66.5499;66.5499;0
USDCB;D;20190124;0;66.3318;66.3318;66.3318;66.3318;0
USDCB;D;20190125;0;66.0016;66.0016;66.0016;66.0016;0
USDCB;D;20190126;0;65.917;65.917;65.917;65.917;0
USDCB;D;20190129;0;65.93;65.93;65.93;65.93;0
USDCB;D;20190130;0;66.3412;66.3412;66.3412;66.3412;0
USDCB;D;20190131;0;66.0987;66.0987;66.0987;66.0987;0
USDCB;D;20190201;0;65.3577;65.3577;65.3577;65.3577;0
USDCB;D;20190202;0;65.6601;65.6601;65.6601;65.6601;0
USDCB;D;20190205;0;65.5859;65.5859;65.5859;65.5859;0
USDCB;D;20190206;0;65.5691;65.5691;65.5691;65.5691;0
USDCB;D;20190207;0;65.6686;65.6686;65.6686;65.6686;0
USDCB;D;20190208;0;66.0199;66.0199;66.0199;66.0199;0
USDCB;D;20190209;0;66.0628;66.0628;66.0628;66.0628;0
USDCB;D;20190212;0;65.6517;65.6517;65.6517;65.6517;0
USDCB;D;20190213;0;65.7147;65.7147;65.7147;65.7147;0
USDCB;D;20190214;0;65.6783;65.6783;65.6783;65.6783;0
USDCB;D;20190215;0;66.5429;66.5429;66.5429;66.5429;0
USDCB;D;20190216;0;66.7044;66.7044;66.7044;66.7044;0
USDCB;D;20190219;0;66.247;66.247;66.247;66.247;0
USDCB;D;20190220;0;66.2022;66.2022;66.2022;66.2022;0
USDCB;D;20190221;0;65.8568;65.8568;65.8568;65.8568;0
USDCB;D;20190222;0;65.5401;65.5401;65.5401;65.5401;0
USDCB;D;20190223;0;65.5149;65.5149;65.5149;65.5149;0
USDCB;D;20190226;0;65.2582;65.2582;65.2582;65.2582;0
USDCB;D;20190227;0;65.6182;65.6182;65.6182;65.6182;0
USDCB;D;20190228;0;65.757;65.757;65.757;65.757;0
USDCB;D;20190301;0;65.8895;65.8895;65.8895;65.8895;0
USDCB;D;20190302;0;65.8145;65.8145;65.8145;65.8145;0
USDCB;D;20190305;0;65.7956;65.7956;65.7956;65.7956;0
USDCB;D;20190306;0;65.8004;65.8004;65.8004;65.8004;0
USDCB;D;20190307;0;65.843;65.843;65.843;65.843;0
USDCB;D;20190308;0;65.9646;65.9646;65.9646;65.9646;0
USDCB;D;20190312;0;66.0763;66.0763;66.0763;66.0763;0
USDCB;D;20190313;0;65.7674;65.7674;65.7674;65.7674;0
USDCB;D;20190314;0;65.589;65.589;65.589;65.589;0
USDCB;D;20190315;0;65.4021;65.4021;65.4021;65.4021;0
USDCB;D;20190316;0;65.4201;65.4201;65.4201;65.4201;0
USDCB;D;20190319;0;64.6694;64.6694;64.6694;64.6694;0
USDCB;D;20190320;0;64.3167;64.3167;64.3167;64.3167;0
USDCB;D;20190321;0;64.2803;64.2803;64.2803;64.2803;0
USDCB;D;20190322;0;63.742;63.742;63.742;63.742;0
USDCB;D;20190323;0;63.7705;63.7705;63.7705;63.7705;0
USDCB;D;20190326;0;64.4993;64.4993;64.4993;64.4993;0
USDCB;D;20190327;0;64.1683;64.1683;64.1683;64.1683;0
USDCB;D;20190328;0;64.5925;64.5925;64.5925;64.5925;0
USDCB;D;20190329;0;64.8012;64.8012;64.8012;64.8012;0
USDCB;D;20190330;0;64.7347;64.7347;64.7347;64.7347;0
USDCB;D;20190402;0;65.4176;65.4176;65.4176;65.4176;0
USDCB;D;20190403;0;65.4726;65.4726;65.4726;65.4726;0
USDCB;D;20190404;0;65.1639;65.1639;65.1639;65.1639;0
USDCB;D;20190405;0;65.3281;65.3281;65.3281;65.3281;0
USDCB;D;20190406;0;65.4072;65.4072;65.4072;65.4072;0
USDCB;D;20190409;0;65.3498;65.3498;65.3498;65.3498;0
USDCB;D;20190410;0;64.7766;64.7766;64.7766;64.7766;0
USDCB;D;20190411;0;64.7373;64.7373;64.7373;64.7373;0
USDCB;D;20190412;0;64.3991;64.3991;64.3991;64.3991;0
USDCB;D;20190413;0;64.5171;64.5171;64.5171;64.5171;0
USDCB;D;20190416;0;64.2469;64.2469;64.2469;64.2469;0
USDCB;D;20190417;0;64.2422;64.2422;64.2422;64.2422;0
USDCB;D;20190418;0;63.945;63.945;63.945;63.945;0
USDCB;D;20190419;0;64.0688;64.0688;64.0688;64.0688;0
USDCB;D;20190420;0;63.9602;63.9602;63.9602;63.9602;0
USDCB;D;20190423;0;63.786;63.786;63.786;63.786;0
USDCB;D;20190424;0;63.7906;63.7906;63.7906;63.7906;0
USDCB;D;20190425;0;63.9798;63.9798;63.9798;63.9798;0
USDCB;D;20190426;0;64.6794;64.6794;64.6794;64.6794;0
USDCB;D;20190427;0;64.7053;64.7053;64.7053;64.7053;0
USDCB;D;20190430;0;64.6917;64.6917;64.6917;64.6917;0
USDCB;D;20190501;0;64.6314;64.6314;64.6314;64.6314;0
USDCB;D;20190507;0;65.335;65.335;65.335;65.335;0
USDCB;D;20190508;0;65.2166;65.2166;65.2166;65.2166;0
USDCB;D;20190509;0;65.2287;65.2287;65.2287;65.2287;0
USDCB;D;20190514;0;65.4703;65.4703;65.4703;65.4703;0
USDCB;D;20190515;0;65.3001;65.3001;65.3001;65.3001;0
USDCB;D;20190516;0;64.8489;64.8489;64.8489;64.8489;0
USDCB;D;20190517;0;64.5598;64.5598;64.5598;64.5598;0
USDCB;D;20190518;0;64.6327;64.6327;64.6327;64.6327;0
USDCB;D;20190521;0;64.4888;64.4888;64.4888;64.4888;0
USDCB;D;20190522;0;64.5372;64.5372;64.5372;64.5372;0
USDCB;D;20190523;0;64.4156;64.4156;64.4156;64.4156;0
USDCB;D;20190524;0;64.4913;64.4913;64.4913;64.4913;0
USDCB;D;20190525;0;64.6106;64.6106;64.6106;64.6106;0
USDCB;D;20190528;0;64.4636;64.4636;64.4636;64.4636;0
USDCB;D;20190529;0;64.5394;64.5394;64.5394;64.5394;0
USDCB;D;20190530;0;64.9084;64.9084;64.9084;64.9084;0
USDCB;D;20190531;0;65.0583;65.0583;65.0583;65.0583;0
USDCB;D;20190601;0;65.3834;65.3834;65.3834;65.3834;0
USDCB;D;20190604;0;65.5547;65.5547;65.5547;65.5547;0
USDCB;D;20190605;0;65.1614;65.1614;65.1614;65.1614;0
USDCB;D;20190606;0;65.1243;65.1243;65.1243;65.1243;0
USDCB;D;20190607;0;65.234;65.234;65.234;65.234;0
USDCB;D;20190608;0;65.0395;65.0395;65.0395;65.0395;0
USDCB;D;20190611;0;64.7919;64.7919;64.7919;64.7919;0
USDCB;D;20190612;0;64.5158;64.5158;64.5158;64.5158;0
USDCB;D;20190614;0;64.6314;64.6314;64.6314;64.6314;0
USDCB;D;20190615;0;64.4326;64.4326;64.4326;64.4326;0
USDCB;D;20190618;0;64.3187;64.3187;64.3187;64.3187;0
USDCB;D;20190619;0;64.3352;64.3352;64.3352;64.3352;0
USDCB;D;20190620;0;63.9794;63.9794;63.9794;63.9794;0
USDCB;D;20190621;0;63.3877;63.3877;63.3877;63.3877;0
USDCB;D;20190622;0;63.1295;63.1295;63.1295;63.1295;0
USDCB;D;20190625;0;62.9095;62.9095;62.9095;62.9095;0
USDCB;D;20190626;0;62.5229;62.5229;62.5229;62.5229;0
USDCB;D;20190627;0;62.8083;62.8083;62.8083;62.8083;0
USDCB;D;20190628;0;63.0452;63.0452;63.0452;63.0452;0
USDCB;D;20190629;0;63.0756;63.0756;63.0756;63.0756;0
USDCB;D;20190702;0;63.0541;63.0541;63.0541;63.0541;0
USDCB;D;20190703;0;63.2265;63.2265;63.2265;63.2265;0
USDCB;D;20190704;0;63.4951;63.4951;63.4951;63.4951;0
USDCB;D;20190705;0;63.4013;63.4013;63.4013;63.4013;0
USDCB;D;20190706;0;63.5841;63.5841;63.5841;63.5841;0
USDCB;D;20190709;0;63.8699;63.8699;63.8699;63.8699;0
USDCB;D;20190710;0;63.766;63.766;63.766;63.766;0
USDCB;D;20190711;0;63.7988;63.7988;63.7988;63.7988;0
USDCB;D;20190712;0;62.9944;62.9944;62.9944;62.9944;0
USDCB;D;20190713;0;63.0204;63.0204;63.0204;63.0204;0
USDCB;D;20190716;0;62.828;62.828;62.828;62.828;0
USDCB;D;20190717;0;62.8129;62.8129;62.8129;62.8129;0
USDCB;D;20190718;0;62.9451;62.9451;62.9451;62.9451;0
USDCB;D;20190719;0;62.8286;62.8286;62.8286;62.8286;0
USDCB;D;20190720;0;62.8666;62.8666;62.8666;62.8666;0
USDCB;D;20190723;0;62.9776;62.9776;62.9776;62.9776;0
USDCB;D;20190724;0;63.129;63.129;63.129;63.129;0
USDCB;D;20190725;0;63.1162;63.1162;63.1162;63.1162;0
USDCB;D;20190726;0;63.1572;63.1572;63.1572;63.1572;0
USDCB;D;20190727;0;63.1271;63.1271;63.1271;63.1271;0
USDCB;D;20190730;0;63.521;63.521;63.521;63.521;0
USDCB;D;20190731;0;63.3791;63.3791;63.3791;63.3791;0
USDCB;D;20190801;0;63.4172;63.4172;63.4172;63.4172;0
USDCB;D;20190802;0;63.834;63.834;63.834;63.834;0
USDCB;D;20190803;0;64.6423;64.6423;64.6423;64.6423;0
USDCB;D;20190806;0;65.0546;65.0546;65.0546;65.0546;0
USDCB;D;20190807;0;65.203;65.203;65.203;65.203;0
USDCB;D;20190808;0;65.0932;65.0932;65.0932;65.0932;0
USDCB;D;20190809;0;65.1299;65.1299;65.1299;65.1299;0
USDCB;D;20190810;0;65.2543;65.2543;65.2543;65.2543;0
USDCB;D;20190813;0;65.4287;65.4287;65.4287;65.4287;0
USDCB;D;20190814;0;65.6017;65.6017;65.6017;65.6017;0
USDCB;D;20190815;0;65.2032;65.2032;65.2032;65.2032;0
USDCB;D;20190816;0;65.8907;65.8907;65.8907;65.8907;0
USDCB;D;20190817;0;65.9961;65.9961;65.9961;65.9961;0
USDCB;D;20190820;0;66.6082;66.6082;66.6082;66.6082;0
USDCB;D;20190821;0;66.784;66.784;66.784;66.784;0
USDCB;D;20190822;0;66.263;66.263;66.263;66.263;0
USDCB;D;20190823;0;65.6196;65.6196;65.6196;65.6196;0
USDCB;D;20190824;0;65.6046;65.6046;65.6046;65.6046;0
USDCB;D;20190827;0;65.9735;65.9735;65.9735;65.9735;0
USDCB;D;20190828;0;66.2608;66.2608;66.2608;66.2608;0
USDCB;D;20190829;0;66.4127;66.4127;66.4127;66.4127;0
USDCB;D;20190830;0;66.7471;66.7471;66.7471;66.7471;0
USDCB;D;20190831;0;66.4897;66.4897;66.4897;66.4897;0
USDCB;D;20190903;0;66.6235;66.6235;66.6235;66.6235;0
USDCB;D;20190904;0;66.9072;66.9072;66.9072;66.9072;0
USDCB;D;20190905;0;66.5002;66.5002;66.5002;66.5002;0
USDCB;D;20190906;0;66.0528;66.0528;66.0528;66.0528;0
USDCB;D;20190907;0;65.9981;65.9981;65.9981;65.9981;0
USDCB;D;20190910;0;65.5698;65.5698;65.5698;65.5698;0
USDCB;D;20190911;0;65.4393;65.4393;65.4393;65.4393;0
USDCB;D;20190912;0;65.4321;65.4321;65.4321;65.4321;0
USDCB;D;20190913;0;65.1909;65.1909;65.1909;65.1909;0
USDCB;D;20190914;0;64.4711;64.4711;64.4711;64.4711;0
USDCB;D;20190917;0;63.8272;63.8272;63.8272;63.8272;0
USDCB;D;20190918;0;64.1213;64.1213;64.1213;64.1213;0
USDCB;D;20190919;0;64.429;64.429;64.429;64.429;0
USDCB;D;20190920;0;64.2199;64.2199;64.2199;64.2199;0
USDCB;D;20190921;0;63.8487;63.8487;63.8487;63.8487;0
USDCB;D;20190924;0;63.9453;63.9453;63.9453;63.9453;0
USDCB;D;20190925;0;63.706;63.706;63.706;63.706;0
USDCB;D;20190926;0;64.1873;64.1873;64.1873;64.1873;0
USDCB;D;20190927;0;64.2888;64.2888;64.2888;64.2888;0
USDCB;D;20190928;0;64.4156;64.4156;64.4156;64.4156;0
USDCB;D;20191001;0;64.6407;64.6407;64.6407;64.6407;0
USDCB;D;20191002;0;65.067;65.067;65.067;65.067;0
USDCB;D;20191003;0;65.4399;65.4399;65.4399;65.4399;0
USDCB;D;20191004;0;65.1312;65.1312;65.1312;65.1312;0
USDCB;D;20191005;0;65.03;65.03;65.03;65.03;0
USDCB;D;20191008;0;64.8259;64.8259;64.8259;64.8259;0
USDCB;D;20191009;0;64.8672;64.8672;64.8672;64.8672;0
USDCB;D;20191010;0;65.0976;65.0976;65.0976;65.0976;0
USDCB;D;20191011;0;64.7416;64.7416;64.7416;64.7416;0
USDCB;D;20191012;0;64.2237;64.2237;64.2237;64.2237;0
USDCB;D;20191015;0;64.3652;64.3652;64.3652;64.3652;0
USDCB;D;20191016;0;64.2548;64.2548;64.2548;64.2548;0
USDCB;D;20191017;0;64.3455;64.3455;64.3455;64.3455;0
USDCB;D;20191018;0;64.0144;64.0144;64.0144;64.0144;0
USDCB;D;20191019;0;63.9542;63.9542;63.9542;63.9542;0
USDCB;D;20191022;0;63.7606;63.7606;63.7606;63.7606;0
USDCB;D;20191023;0;63.6336;63.6336;63.6336;63.6336;0
USDCB;D;20191024;0;63.7997;63.7997;63.7997;63.7997;0
USDCB;D;20191025;0;63.86;63.86;63.86;63.86;0
USDCB;D;20191026;0;63.9966;63.9966;63.9966;63.9966;0
USDCB;D;20191029;0;63.87;63.87;63.87;63.87;0
USDCB;D;20191030;0;63.832;63.832;63.832;63.832;0
USDCB;D;20191031;0;63.8734;63.8734;63.8734;63.8734;0
USDCB;D;20191101;0;63.7748;63.7748;63.7748;63.7748;0
USDCB;D;20191102;0;64.0316;64.0316;64.0316;64.0316;0
USDCB;D;20191106;0;63.248;63.248;63.248;63.248;0
USDCB;D;20191107;0;63.588;63.588;63.588;63.588;0
USDCB;D;20191108;0;63.7298;63.7298;63.7298;63.7298;0
USDCB;D;20191109;0;63.7295;63.7295;63.7295;63.7295;0
USDCB;D;20191112;0;63.9121;63.9121;63.9121;63.9121;0
USDCB;D;20191113;0;63.853;63.853;63.853;63.853;0
USDCB;D;20191114;0;64.2009;64.2009;64.2009;64.2009;0
USDCB;D;20191115;0;64.2101;64.2101;64.2101;64.2101;0
USDCB;D;20191116;0;63.8881;63.8881;63.8881;63.8881;0
USDCB;D;20191119;0;63.7542;63.7542;63.7542;63.7542;0
USDCB;D;20191120;0;63.773;63.773;63.773;63.773;0
USDCB;D;20191121;0;64.0213;64.0213;64.0213;64.0213;0
USDCB;D;20191122;0;63.843;63.843;63.843;63.843;0
USDCB;D;20191123;0;63.7101;63.7101;63.7101;63.7101;0
USDCB;D;20191126;0;63.7637;63.7637;63.7637;63.7637;0
USDCB;D;20191127;0;64.0239;64.0239;64.0239;64.0239;0
USDCB;D;20191128;0;63.9722;63.9722;63.9722;63.9722;0
USDCB;D;20191129;0;64.1005;64.1005;64.1005;64.1005;0
USDCB;D;20191130;0;64.0817;64.0817;64.0817;64.0817;0
USDCB;D;20191203;0;64.4097;64.4097;64.4097;64.4097;0
USDCB;D;20191204;0;64.1401;64.1401;64.1401;64.1401;0
USDCB;D;20191205;0;64.1948;64.1948;64.1948;64.1948;0
USDCB;D;20191206;0;63.8135;63.8135;63.8135;63.8135;0
USDCB;D;20191207;0;63.7185;63.7185;63.7185;63.7185;0
USDCB;D;20191210;0;63.7244;63.7244;63.7244;63.7244;0
USDCB;D;20191211;0;63.5788;63.5788;63.5788;63.5788;0
USDCB;D;20191212;0;63.5653;63.5653;63.5653;63.5653;0
USDCB;D;20191213;0;63.2257;63.2257;63.2257;63.2257;0
USDCB;D;20191214;0;62.5544;62.5544;62.5544;62.5544;0
USDCB;D;20191217;0;62.7686;62.7686;62.7686;62.7686;0
USDCB;D;20191218;0;62.5326;62.5326;62.5326;62.5326;0
USDCB;D;20191219;0;62.5831;62.5831;62.5831;62.5831;0
USDCB;D;20191220;0;62.5283;62.5283;62.5283;62.5283;0
USDCB;D;20191221;0;62.4071;62.4071;62.4071;62.4071;0
USDCB;D;20191224;0;62.2499;62.2499;62.2499;62.2499;0
USDCB;D;20191225;0;62.1673;62.1673;62.1673;62.1673;0
USDCB;D;20191226;0;61.7164;61.7164;61.7164;61.7164;0
USDCB;D;20191227;0;61.7676;61.7676;61.7676;61.7676;0
USDCB;D;20191228;0;62.0315;62.0315;62.0315;62.0315;0
USDCB;D;20191231;0;61.9057;61.9057;61.9057;61.9057;0
USDCB;D;20200101;0;61.9057;61.9057;61.9057;61.9057;0
USDCB;D;20200110;0;61.234;61.234;61.234;61.234;0
USDCB;D;20200111;0;61.2632;61.2632;61.2632;61.2632;0
USDCB;D;20200114;0;60.9474;60.9474;60.9474;60.9474;0
USDCB;D;20200115;0;61.414;61.414;61.414;61.414;0
USDCB;D;20200116;0;61.4328;61.4328;61.4328;61.4328;0
USDCB;D;20200117;0;61.5694;61.5694;61.5694;61.5694;0
USDCB;D;20200118;0;61.5333;61.5333;61.5333;61.5333;0
USDCB;D;20200121;0;61.4654;61.4654;61.4654;61.4654;0
USDCB;D;20200122;0;61.8552;61.8552;61.8552;61.8552;0
USDCB;D;20200123;0;61.8343;61.8343;61.8343;61.8343;0
USDCB;D;20200124;0;61.9515;61.9515;61.9515;61.9515;0
USDCB;D;20200125;0;61.8031;61.8031;61.8031;61.8031;0
USDCB;D;20200128;0;62.338;62.338;62.338;62.338;0
USDCB;D;20200129;0;62.8299;62.8299;62.8299;62.8299;0
USDCB;D;20200130;0;62.3934;62.3934;62.3934;62.3934;0
USDCB;D;20200131;0;63.0359;63.0359;63.0359;63.0359;0
USDCB;D;20200201;0;63.1385;63.1385;63.1385;63.1385;0
USDCB;D;20200204;0;63.9091;63.9091;63.9091;63.9091;0
USDCB;D;20200205;0;63.4342;63.4342;63.4342;63.4342;0
USDCB;D;20200206;0;63.1742;63.1742;63.1742;63.1742;0
USDCB;D;20200207;0;62.7977;62.7977;62.7977;62.7977;0
USDCB;D;20200208;0;63.472;63.472;63.472;63.472;0
USDCB;D;20200211;0;63.7708;63.7708;63.7708;63.7708;0
USDCB;D;20200212;0;63.949;63.949;63.949;63.949;0
USDCB;D;20200213;0;63.047;63.047;63.047;63.047;0
USDCB;D;20200214;0;63.6016;63.6016;63.6016;63.6016;0
USDCB;D;20200215;0;63.4536;63.4536;63.4536;63.4536;0
USDCB;D;20200218;0;63.3085;63.3085;63.3085;63.3085;0
USDCB;D;20200219;0;63.7698;63.7698;63.7698;63.7698;0
USDCB;D;20200220;0;63.6873;63.6873;63.6873;63.6873;0
USDCB;D;20200221;0;63.7413;63.7413;63.7413;63.7413;0
USDCB;D;20200222;0;64.3008;64.3008;64.3008;64.3008;0
USDCB;D;20200226;0;64.9213;64.9213;64.9213;64.9213;0
USDCB;D;20200227;0;65.5177;65.5177;65.5177;65.5177;0
USDCB;D;20200228;0;65.6097;65.6097;65.6097;65.6097;0
USDCB;D;20200229;0;66.9909;66.9909;66.9909;66.9909;0
USDCB;D;20200303;0;66.3274;66.3274;66.3274;66.3274;0
USDCB;D;20200304;0;66.4437;66.4437;66.4437;66.4437;0
USDCB;D;20200305;0;66.0784;66.0784;66.0784;66.0784;0
USDCB;D;20200306;0;66.1854;66.1854;66.1854;66.1854;0
USDCB;D;20200307;0;67.5175;67.5175;67.5175;67.5175;0
USDCB;D;20200311;0;72.0208;72.0208;72.0208;72.0208;0
USDCB;D;20200312;0;71.472;71.472;71.472;71.472;0
USDCB;D;20200313;0;74.0274;74.0274;74.0274;74.0274;0
USDCB;D;20200314;0;73.1882;73.1882;73.1882;73.1882;0
USDCB;D;20200317;0;74.1262;74.1262;74.1262;74.1262;0
USDCB;D;20200318;0;73.8896;73.8896;73.8896;73.8896;0
USDCB;D;20200319;0;77.2131;77.2131;77.2131;77.2131;0
USDCB;D;20200320;0;80.157;80.157;80.157;80.157;0
USDCB;D;20200321;0;78.0443;78.0443;78.0443;78.0443;0
USDCB;D;20200324;0;80.8815;80.8815;80.8815;80.8815;0
USDCB;D;20200325;0;78.8493;78.8493;78.8493;78.8493;0
USDCB;D;20200326;0;77.7928;77.7928;77.7928;77.7928;0
USDCB;D;20200327;0;78.7223;78.7223;78.7223;78.7223;0
USDCB;D;20200328;0;77.7325;77.7325;77.7325;77.7325;0
USDCB;D;20200407;0;76.4074;76.4074;76.4074;76.4074;0
USDCB;D;20200408;0;75.455;75.455;75.455;75.455;0
USDCB;D;20200409;0;75.7499;75.7499;75.7499;75.7499;0
USDCB;D;20200410;0;74.605;74.605;74.605;74.605;0
USDCB;D;20200411;0;73.7515;73.7515;73.7515;73.7515;0
USDCB;D;20200414;0;73.5245;73.5245;73.5245;73.5245;0
USDCB;D;20200415;0;73.315;73.315;73.315;73.315;0
USDCB;D;20200416;0;73.7145;73.7145;73.7145;73.7145;0
USDCB;D;20200417;0;74.7119;74.7119;74.7119;74.7119;0
USDCB;D;20200418;0;73.9441;73.9441;73.9441;73.9441;0
USDCB;D;20200421;0;74.6657;74.6657;74.6657;74.6657;0
USDCB;D;20200422;0;76.2562;76.2562;76.2562;76.2562;0
USDCB;D;20200423;0;77.0416;77.0416;77.0416;77.0416;0
USDCB;D;20200424;0;75.129;75.129;75.129;75.129;0
USDCB;D;20200425;0;74.7163;74.7163;74.7163;74.7163;0
USDCB;D;20200428;0;74.496;74.496;74.496;74.496;0
USDCB;D;20200429;0;74.5706;74.5706;74.5706;74.5706;0
USDCB;D;20200430;0;73.6894;73.6894;73.6894;73.6894;0
USDCB;D;20200501;0;72.7263;72.7263;72.7263;72.7263;0
USDCB;D;20200507;0;73.9719;73.9719;73.9719;73.9719;0
USDCB;D;20200508;0;74.1169;74.1169;74.1169;74.1169;0
USDCB;D;20200509;0;73.8725;73.8725;73.8725;73.8725;0
USDCB;D;20200513;0;73.4326;73.4326;73.4326;73.4326;0
USDCB;D;20200514;0;73.5819;73.5819;73.5819;73.5819;0
USDCB;D;20200515;0;73.9298;73.9298;73.9298;73.9298;0
USDCB;D;20200516;0;73.2056;73.2056;73.2056;73.2056;0
USDCB;D;20200519;0;72.9798;72.9798;72.9798;72.9798;0
USDCB;D;20200520;0;72.3918;72.3918;72.3918;72.3918;0
USDCB;D;20200521;0;72.3381;72.3381;72.3381;72.3381;0
USDCB;D;20200522;0;70.924;70.924;70.924;70.924;0
USDCB;D;20200523;0;71.8804;71.8804;71.8804;71.8804;0
USDCB;D;20200526;0;71.5962;71.5962;71.5962;71.5962;0
USDCB;D;20200527;0;71.1408;71.1408;71.1408;71.1408;0
USDCB;D;20200528;0;71.0635;71.0635;71.0635;71.0635;0
USDCB;D;20200529;0;71.1012;71.1012;71.1012;71.1012;0
USDCB;D;20200530;0;70.752;70.752;70.752;70.752;0
USDCB;D;20200602;0;69.7114;69.7114;69.7114;69.7114;0
USDCB;D;20200603;0;68.9831;68.9831;68.9831;68.9831;0
USDCB;D;20200604;0;68.3413;68.3413;68.3413;68.3413;0
USDCB;D;20200605;0;69.0151;69.0151;69.0151;69.0151;0
USDCB;D;20200606;0;68.6319;68.6319;68.6319;68.6319;0
USDCB;D;20200609;0;68.3123;68.3123;68.3123;68.3123;0
USDCB;D;20200610;0;68.6745;68.6745;68.6745;68.6745;0
USDCB;D;20200611;0;68.6183;68.6183;68.6183;68.6183;0
USDCB;D;20200612;0;69.1219;69.1219;69.1219;69.1219;0
USDCB;D;20200616;0;70.395;70.395;70.395;70.395;0
USDCB;D;20200617;0;69.7524;69.7524;69.7524;69.7524;0
USDCB;D;20200618;0;69.4822;69.4822;69.4822;69.4822;0
USDCB;D;20200619;0;69.618;69.618;69.618;69.618;0
