,0
2017-06-19,-754274.9747112908
2017-06-20,720543.463383484
2017-06-21,545591.793463743
2017-06-22,310659.0194098861
2017-06-23,466389.4971148302
2017-06-24,-28638.72936241844
2017-06-25,-242383.31983413687
2017-06-26,238083.07564670412
2017-06-27,71039.45398643828
2017-06-28,204375.23227023974
2017-06-29,-206072.36877258506
2017-06-30,212295.0031425509
2017-07-01,13520.30346038437
2017-07-02,-52532.236217060534
2017-07-03,-83372.44280184951
2017-07-04,-59185.91448946041
2017-07-05,23002.815323321352
2017-07-06,89368.84509804733
2017-07-07,237356.68624018916
2017-07-08,-84193.73211834984
2017-07-09,-98912.16663177952
2017-07-10,-39588.81717096723
2017-07-11,1556.9462999806274
2017-07-12,90225.52829165373
2017-07-13,-123738.42924695564
2017-07-14,-70280.23236375887
2017-07-15,-46994.99738646306
2017-07-16,-139110.34735129974
2017-07-17,-42824.78618968124
2017-07-18,-200191.35210711166
2017-07-19,-479514.5777693618
2017-07-20,163704.16113174625
2017-07-21,-72868.26577099506
2017-07-22,-230358.49960660143
2017-07-23,-130101.46581401106
2017-07-24,113662.85038692609
2017-07-25,42047.333062644146
2017-07-26,-51421.72935419835
2017-07-27,83629.20861225744
2017-07-28,-6652.375997309573
2017-07-29,-233032.15249130694
2017-07-30,-263692.2317237514
2017-07-31,310422.6509028212
2017-08-01,31450.068198024586
2017-08-02,83192.0224819287
2017-08-03,-31299.161163897545
2017-08-04,29373.373939708224
2017-08-05,-133970.620181221
2017-08-06,-242995.5455734072
2017-08-07,32351.02556160823
2017-08-08,-97136.62431237887
2017-08-09,-99627.57985278362
2017-08-10,11559.193321158673
2017-08-11,52092.70185237346
2017-08-12,-104217.1850460433
2017-08-13,-43582.81971070285
